,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,TEAM,Final,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,TEAM_opp,Final_opp,home_opp,season,date,won
371,240.0,240.0,43.0,84.0,0.512,18.0,37.0,0.486,20.0,26.0,0.769,13.0,37.0,50.0,27.0,9.0,2.0,10.0,20.0,124.0,,0.65,0.619,0.44,0.31,31.0,69.8,52.6,62.8,9.9,4.0,9.5,100.0,135.9,95.4,,,11.0,15.0,0.733,7.0,8.0,1.0,8.0,9.0,1.0,5.0,9.0,14.0,8.0,2.0,1.0,4.0,4.0,27.0,33.0,0.973,0.962,1.0,2.0,23.2,36.8,22.3,41.4,7.0,11.0,57.1,31.3,196.0,108.0,UTA,124,1,0,240.0,240.0,33.0,88.0,0.375,12.0,38.0,0.316,9.0,11.0,0.818,16.0,29.0,45.0,20.0,2.0,5.0,17.0,24.0,87.0,,0.469,0.443,0.432,0.125,30.2,69.0,47.4,60.6,2.2,10.6,15.5,100.0,95.4,135.9,,,6.0,16.0,0.75,2.0,8.0,1.0,4.0,4.0,1.0,5.0,6.0,6.0,6.0,1.0,2.0,3.0,5.0,15.0,2.0,0.8,0.8,0.75,0.571,34.4,32.3,23.0,44.8,6.0,8.0,37.5,43.8,142.0,143.0,DEN,87,0,2020,2020-08-21,True
372,240.0,240.0,34.0,79.0,0.43,5.0,24.0,0.208,32.0,36.0,0.889,4.0,48.0,52.0,17.0,9.0,2.0,13.0,23.0,105.0,,0.554,0.462,0.304,0.456,10.0,82.8,53.1,50.0,8.9,3.9,12.1,100.0,104.1,85.3,,,8.0,13.0,0.75,2.0,5.0,0.4,7.0,7.0,1.0,1.0,7.0,7.0,6.0,3.0,1.0,5.0,6.0,21.0,25.0,0.763,0.75,0.6,0.7,10.8,37.2,26.4,43.7,5.3,5.2,66.7,31.0,149.0,96.0,OKC,105,0,1,240.0,240.0,31.0,88.0,0.352,5.0,37.0,0.135,19.0,29.0,0.655,10.0,36.0,46.0,17.0,7.0,3.0,11.0,24.0,86.0,,0.427,0.381,0.42,0.33,17.2,90.0,46.9,54.8,6.9,5.5,9.8,100.0,85.3,104.1,,,7.0,19.0,0.75,2.0,7.0,0.4,5.0,8.0,1.0,2.0,10.0,11.0,5.0,2.0,1.0,3.0,5.0,19.0,-1.0,0.635,0.75,1.0,0.667,13.1,39.6,17.8,31.9,4.1,6.9,38.1,31.9,126.0,110.0,LAL,86,1,2020,2020-08-05,True
373,240.0,240.0,31.0,88.0,0.352,5.0,37.0,0.135,19.0,29.0,0.655,10.0,36.0,46.0,17.0,7.0,3.0,11.0,24.0,86.0,,0.427,0.381,0.42,0.33,17.2,90.0,46.9,54.8,6.9,5.5,9.8,100.0,85.3,104.1,,,7.0,19.0,0.75,2.0,7.0,0.4,5.0,8.0,1.0,2.0,10.0,11.0,5.0,2.0,1.0,3.0,5.0,19.0,-1.0,0.635,0.75,1.0,0.667,13.1,39.6,17.8,31.9,4.1,6.9,38.1,31.9,126.0,110.0,LAL,86,1,0,240.0,240.0,34.0,79.0,0.43,5.0,24.0,0.208,32.0,36.0,0.889,4.0,48.0,52.0,17.0,9.0,2.0,13.0,23.0,105.0,,0.554,0.462,0.304,0.456,10.0,82.8,53.1,50.0,8.9,3.9,12.1,100.0,104.1,85.3,,,8.0,13.0,0.75,2.0,5.0,0.4,7.0,7.0,1.0,1.0,7.0,7.0,6.0,3.0,1.0,5.0,6.0,21.0,25.0,0.763,0.75,0.6,0.7,10.8,37.2,26.4,43.7,5.3,5.2,66.7,31.0,149.0,96.0,OKC,105,0,2020,2020-08-05,False
374,240.0,240.0,55.0,95.0,0.579,12.0,27.0,0.444,12.0,14.0,0.857,6.0,33.0,39.0,38.0,6.0,6.0,13.0,23.0,134.0,,0.662,0.642,0.284,0.147,16.2,70.2,46.4,69.1,5.7,8.1,11.4,100.0,127.3,118.7,,,13.0,21.0,0.833,4.0,7.0,0.8,4.0,4.0,1.0,3.0,11.0,12.0,11.0,4.0,2.0,4.0,5.0,31.0,11.0,1.017,1.083,1.0,0.333,13.5,38.2,23.3,36.6,5.3,7.0,25.0,30.5,188.0,127.0,WAS,134,0,1,240.0,240.0,49.0,97.0,0.505,6.0,23.0,0.261,21.0,28.0,0.75,14.0,31.0,45.0,28.0,7.0,5.0,11.0,15.0,125.0,,0.572,0.536,0.237,0.289,29.8,83.8,53.6,57.1,6.6,7.4,9.1,100.0,118.7,127.3,,,11.0,17.0,1.0,2.0,6.0,1.0,6.0,6.0,1.0,4.0,8.0,11.0,8.0,3.0,2.0,4.0,4.0,26.0,6.0,1.167,1.167,0.5,1.5,34.7,60.8,26.8,26.5,4.2,7.6,40.0,56.1,233.0,132.0,CHI,125,1,2019,2019-02-09,True
375,240.0,240.0,49.0,97.0,0.505,6.0,23.0,0.261,21.0,28.0,0.75,14.0,31.0,45.0,28.0,7.0,5.0,11.0,15.0,125.0,,0.572,0.536,0.237,0.289,29.8,83.8,53.6,57.1,6.6,7.4,9.1,100.0,118.7,127.3,,,11.0,17.0,1.0,2.0,6.0,1.0,6.0,6.0,1.0,4.0,8.0,11.0,8.0,3.0,2.0,4.0,4.0,26.0,6.0,1.167,1.167,0.5,1.5,34.7,60.8,26.8,26.5,4.2,7.6,40.0,56.1,233.0,132.0,CHI,125,1,0,240.0,240.0,55.0,95.0,0.579,12.0,27.0,0.444,12.0,14.0,0.857,6.0,33.0,39.0,38.0,6.0,6.0,13.0,23.0,134.0,,0.662,0.642,0.284,0.147,16.2,70.2,46.4,69.1,5.7,8.1,11.4,100.0,127.3,118.7,,,13.0,21.0,0.833,4.0,7.0,0.8,4.0,4.0,1.0,3.0,11.0,12.0,11.0,4.0,2.0,4.0,5.0,31.0,11.0,1.017,1.083,1.0,0.333,13.5,38.2,23.3,36.6,5.3,7.0,25.0,30.5,188.0,127.0,WAS,134,0,2019,2019-02-09,False
376,240.0,240.0,48.0,86.0,0.558,18.0,38.0,0.474,9.0,17.0,0.529,6.0,37.0,43.0,35.0,8.0,6.0,19.0,16.0,123.0,,0.658,0.663,0.442,0.198,15.8,72.5,48.3,72.9,7.6,8.2,16.9,100.0,116.9,105.5,,,11.0,18.0,1.0,5.0,9.0,0.556,4.0,9.0,1.0,3.0,10.0,10.0,11.0,2.0,2.0,5.0,3.0,28.0,23.0,0.875,1.0,0.875,1.333,12.9,41.8,28.7,34.0,8.1,7.4,60.0,39.2,143.0,113.0,NOP,123,0,1,240.0,240.0,46.0,100.0,0.46,5.0,27.0,0.185,14.0,20.0,0.7,14.0,32.0,46.0,26.0,13.0,1.0,13.0,16.0,111.0,,0.51,0.485,0.27,0.2,27.5,84.2,51.7,56.5,12.4,2.1,10.7,100.0,105.5,116.9,,,8.0,17.0,1.0,2.0,6.0,0.5,5.0,8.0,1.0,4.0,8.0,9.0,7.0,5.0,1.0,3.0,3.0,19.0,5.0,0.973,1.0,1.0,0.533,14.7,31.1,16.8,68.5,7.0,3.9,26.5,30.7,175.0,125.0,NYK,111,1,2020,2020-01-10,True
377,240.0,240.0,46.0,100.0,0.46,5.0,27.0,0.185,14.0,20.0,0.7,14.0,32.0,46.0,26.0,13.0,1.0,13.0,16.0,111.0,,0.51,0.485,0.27,0.2,27.5,84.2,51.7,56.5,12.4,2.1,10.7,100.0,105.5,116.9,,,8.0,17.0,1.0,2.0,6.0,0.5,5.0,8.0,1.0,4.0,8.0,9.0,7.0,5.0,1.0,3.0,3.0,19.0,5.0,0.973,1.0,1.0,0.533,14.7,31.1,16.8,68.5,7.0,3.9,26.5,30.7,175.0,125.0,NYK,111,1,0,240.0,240.0,48.0,86.0,0.558,18.0,38.0,0.474,9.0,17.0,0.529,6.0,37.0,43.0,35.0,8.0,6.0,19.0,16.0,123.0,,0.658,0.663,0.442,0.198,15.8,72.5,48.3,72.9,7.6,8.2,16.9,100.0,116.9,105.5,,,11.0,18.0,1.0,5.0,9.0,0.556,4.0,9.0,1.0,3.0,10.0,10.0,11.0,2.0,2.0,5.0,3.0,28.0,23.0,0.875,1.0,0.875,1.333,12.9,41.8,28.7,34.0,8.1,7.4,60.0,39.2,143.0,113.0,NOP,123,0,2020,2020-01-10,False
378,240.0,240.0,43.0,83.0,0.518,11.0,27.0,0.407,14.0,16.0,0.875,9.0,37.0,46.0,24.0,13.0,5.0,21.0,25.0,111.0,,0.616,0.584,0.325,0.193,22.5,77.1,52.3,55.8,13.2,8.2,18.9,100.0,112.4,105.3,,,10.0,16.0,0.8,4.0,9.0,1.0,5.0,6.0,1.0,5.0,13.0,18.0,5.0,3.0,2.0,5.0,6.0,22.0,19.0,1.136,0.833,0.75,1.0,20.9,45.4,34.3,43.4,5.1,5.5,69.4,31.3,189.0,119.0,DET,111,0,1,240.0,240.0,33.0,82.0,0.402,11.0,21.0,0.524,27.0,32.0,0.844,11.0,31.0,42.0,26.0,13.0,3.0,14.0,19.0,104.0,,0.541,0.47,0.256,0.39,22.9,77.5,47.7,78.8,13.2,5.4,12.7,100.0,105.3,112.4,,,8.0,13.0,0.727,4.0,6.0,1.0,14.0,14.0,1.0,3.0,5.0,7.0,5.0,4.0,1.0,2.0,3.0,27.0,19.0,0.901,0.909,1.0,1.077,17.0,27.8,15.2,43.8,9.5,4.2,28.6,29.3,155.0,118.0,GSW,104,1,2020,2020-01-04,True
379,240.0,240.0,33.0,82.0,0.402,11.0,21.0,0.524,27.0,32.0,0.844,11.0,31.0,42.0,26.0,13.0,3.0,14.0,19.0,104.0,,0.541,0.47,0.256,0.39,22.9,77.5,47.7,78.8,13.2,5.4,12.7,100.0,105.3,112.4,,,8.0,13.0,0.727,4.0,6.0,1.0,14.0,14.0,1.0,3.0,5.0,7.0,5.0,4.0,1.0,2.0,3.0,27.0,19.0,0.901,0.909,1.0,1.077,17.0,27.8,15.2,43.8,9.5,4.2,28.6,29.3,155.0,118.0,GSW,104,1,0,240.0,240.0,43.0,83.0,0.518,11.0,27.0,0.407,14.0,16.0,0.875,9.0,37.0,46.0,24.0,13.0,5.0,21.0,25.0,111.0,,0.616,0.584,0.325,0.193,22.5,77.1,52.3,55.8,13.2,8.2,18.9,100.0,112.4,105.3,,,10.0,16.0,0.8,4.0,9.0,1.0,5.0,6.0,1.0,5.0,13.0,18.0,5.0,3.0,2.0,5.0,6.0,22.0,19.0,1.136,0.833,0.75,1.0,20.9,45.4,34.3,43.4,5.1,5.5,69.4,31.3,189.0,119.0,DET,111,0,2020,2020-01-04,False
380,240.0,240.0,42.0,86.0,0.488,21.0,44.0,0.477,14.0,19.0,0.737,16.0,27.0,43.0,19.0,4.0,0.0,15.0,19.0,119.0,,0.631,0.61,0.512,0.221,41.0,73.0,56.6,45.2,4.5,0.0,13.7,100.0,134.9,148.5,,,12.0,27.0,1.0,9.0,15.0,0.667,6.0,9.0,1.0,7.0,8.0,10.0,9.0,2.0,0.0,6.0,5.0,39.0,12.0,1.0,1.0,0.75,0.667,20.4,66.3,32.3,38.9,2.6,0.0,40.3,36.0,200.0,154.0,UTA,119,0,1,240.0,240.0,48.0,85.0,0.565,20.0,39.0,0.513,15.0,17.0,0.882,10.0,23.0,33.0,27.0,13.0,6.0,6.0,16.0,131.0,,0.708,0.682,0.459,0.2,27.0,59.0,43.4,56.3,14.7,14.3,6.1,100.0,148.5,134.9,,,15.0,24.0,0.75,7.0,10.0,0.75,6.0,7.0,1.0,3.0,8.0,9.0,10.0,3.0,3.0,4.0,4.0,39.0,19.0,1.042,1.125,1.0,1.0,14.4,100.0,100.0,36.1,6.1,19.5,12.9,33.3,220.0,149.0,LAC,131,1,2021,2021-06-18,False
381,240.0,240.0,48.0,85.0,0.565,20.0,39.0,0.513,15.0,17.0,0.882,10.0,23.0,33.0,27.0,13.0,6.0,6.0,16.0,131.0,,0.708,0.682,0.459,0.2,27.0,59.0,43.4,56.3,14.7,14.3,6.1,100.0,148.5,134.9,,,15.0,24.0,0.75,7.0,10.0,0.75,6.0,7.0,1.0,3.0,8.0,9.0,10.0,3.0,3.0,4.0,4.0,39.0,19.0,1.042,1.125,1.0,1.0,14.4,100.0,100.0,36.1,6.1,19.5,12.9,33.3,220.0,149.0,LAC,131,1,0,240.0,240.0,42.0,86.0,0.488,21.0,44.0,0.477,14.0,19.0,0.737,16.0,27.0,43.0,19.0,4.0,0.0,15.0,19.0,119.0,,0.631,0.61,0.512,0.221,41.0,73.0,56.6,45.2,4.5,0.0,13.7,100.0,134.9,148.5,,,12.0,27.0,1.0,9.0,15.0,0.667,6.0,9.0,1.0,7.0,8.0,10.0,9.0,2.0,0.0,6.0,5.0,39.0,12.0,1.0,1.0,0.75,0.667,20.4,66.3,32.3,38.9,2.6,0.0,40.3,36.0,200.0,154.0,UTA,119,0,2021,2021-06-18,True
382,240.0,240.0,33.0,69.0,0.478,12.0,34.0,0.353,27.0,32.0,0.844,2.0,38.0,40.0,21.0,5.0,3.0,20.0,23.0,105.0,,0.632,0.565,0.493,0.464,5.9,88.4,51.9,63.6,5.0,5.8,19.4,100.0,104.9,109.9,,,7.0,14.0,0.636,4.0,7.0,0.75,10.0,13.0,1.0,1.0,7.0,8.0,6.0,2.0,2.0,5.0,6.0,19.0,13.0,0.816,0.778,1.0,2.0,4.5,28.2,15.8,42.3,5.6,6.0,34.7,32.2,147.0,113.0,ORL,105,0,1,240.0,240.0,39.0,85.0,0.459,10.0,33.0,0.303,22.0,26.0,0.846,5.0,32.0,37.0,28.0,9.0,3.0,11.0,19.0,110.0,,0.57,0.518,0.388,0.306,11.6,94.1,48.1,71.8,9.0,8.6,10.2,100.0,109.9,104.9,,,10.0,17.0,0.667,5.0,7.0,0.714,9.0,12.0,1.0,1.0,6.0,7.0,7.0,2.0,1.0,2.0,5.0,29.0,13.0,0.957,0.938,0.875,0.706,9.7,36.9,21.7,36.2,3.8,12.0,50.0,30.4,141.0,111.0,MIA,110,1,2023,2023-01-27,False
383,240.0,240.0,39.0,85.0,0.459,10.0,33.0,0.303,22.0,26.0,0.846,5.0,32.0,37.0,28.0,9.0,3.0,11.0,19.0,110.0,,0.57,0.518,0.388,0.306,11.6,94.1,48.1,71.8,9.0,8.6,10.2,100.0,109.9,104.9,,,10.0,17.0,0.667,5.0,7.0,0.714,9.0,12.0,1.0,1.0,6.0,7.0,7.0,2.0,1.0,2.0,5.0,29.0,13.0,0.957,0.938,0.875,0.706,9.7,36.9,21.7,36.2,3.8,12.0,50.0,30.4,141.0,111.0,MIA,110,1,0,240.0,240.0,33.0,69.0,0.478,12.0,34.0,0.353,27.0,32.0,0.844,2.0,38.0,40.0,21.0,5.0,3.0,20.0,23.0,105.0,,0.632,0.565,0.493,0.464,5.9,88.4,51.9,63.6,5.0,5.8,19.4,100.0,104.9,109.9,,,7.0,14.0,0.636,4.0,7.0,0.75,10.0,13.0,1.0,1.0,7.0,8.0,6.0,2.0,2.0,5.0,6.0,19.0,13.0,0.816,0.778,1.0,2.0,4.5,28.2,15.8,42.3,5.6,6.0,34.7,32.2,147.0,113.0,ORL,105,0,2023,2023-01-27,True
384,240.0,240.0,45.0,94.0,0.479,6.0,28.0,0.214,20.0,26.0,0.769,12.0,27.0,39.0,23.0,10.0,9.0,14.0,26.0,116.0,,0.55,0.511,0.298,0.277,25.0,69.2,44.8,51.1,9.6,16.7,11.7,100.0,111.6,129.0,,,8.0,18.0,0.833,2.0,8.0,0.667,9.0,9.0,1.0,4.0,7.0,10.0,6.0,4.0,3.0,4.0,4.0,25.0,2.0,1.017,1.0,0.667,0.9,17.6,32.4,24.2,25.4,6.3,9.0,50.0,29.9,179.0,139.0,WAS,116,0,1,240.0,240.0,43.0,84.0,0.512,13.0,30.0,0.433,35.0,40.0,0.875,12.0,36.0,48.0,30.0,10.0,5.0,16.0,23.0,134.0,,0.659,0.589,0.357,0.476,30.8,75.0,55.2,69.8,9.6,7.6,13.6,100.0,129.0,111.6,,,8.0,13.0,1.0,4.0,6.0,1.0,16.0,18.0,1.0,4.0,8.0,8.0,16.0,3.0,3.0,4.0,5.0,25.0,19.0,1.031,1.0,1.0,1.8,40.8,66.3,54.9,52.4,15.3,14.4,33.3,40.6,206.0,121.0,ATL,134,1,2023,2023-04-05,False
385,240.0,240.0,43.0,84.0,0.512,13.0,30.0,0.433,35.0,40.0,0.875,12.0,36.0,48.0,30.0,10.0,5.0,16.0,23.0,134.0,,0.659,0.589,0.357,0.476,30.8,75.0,55.2,69.8,9.6,7.6,13.6,100.0,129.0,111.6,,,8.0,13.0,1.0,4.0,6.0,1.0,16.0,18.0,1.0,4.0,8.0,8.0,16.0,3.0,3.0,4.0,5.0,25.0,19.0,1.031,1.0,1.0,1.8,40.8,66.3,54.9,52.4,15.3,14.4,33.3,40.6,206.0,121.0,ATL,134,1,0,240.0,240.0,45.0,94.0,0.479,6.0,28.0,0.214,20.0,26.0,0.769,12.0,27.0,39.0,23.0,10.0,9.0,14.0,26.0,116.0,,0.55,0.511,0.298,0.277,25.0,69.2,44.8,51.1,9.6,16.7,11.7,100.0,111.6,129.0,,,8.0,18.0,0.833,2.0,8.0,0.667,9.0,9.0,1.0,4.0,7.0,10.0,6.0,4.0,3.0,4.0,4.0,25.0,2.0,1.017,1.0,0.667,0.9,17.6,32.4,24.2,25.4,6.3,9.0,50.0,29.9,179.0,139.0,WAS,116,0,2023,2023-04-05,True
386,240.0,240.0,39.0,96.0,0.406,12.0,34.0,0.353,13.0,15.0,0.867,16.0,41.0,57.0,22.0,6.0,4.0,14.0,19.0,103.0,,0.502,0.469,0.354,0.156,31.4,82.0,56.4,56.4,6.1,9.5,12.0,100.0,104.5,112.7,,,10.0,20.0,0.533,3.0,7.0,0.6,6.0,6.0,1.0,5.0,14.0,17.0,7.0,2.0,1.0,6.0,3.0,24.0,5.0,0.667,0.667,0.714,0.4,20.6,39.4,23.7,43.8,4.6,8.2,27.4,30.5,143.0,118.0,ORL,103,0,1,240.0,240.0,41.0,91.0,0.451,16.0,49.0,0.327,13.0,22.0,0.591,9.0,35.0,44.0,27.0,8.0,4.0,10.0,16.0,111.0,,0.551,0.538,0.538,0.242,18.0,68.6,43.6,65.9,8.1,6.5,9.0,100.0,112.7,104.5,,,9.0,17.0,1.0,4.0,12.0,0.5,8.0,13.0,1.0,2.0,7.0,8.0,11.0,3.0,1.0,2.0,3.0,27.0,11.0,0.75,1.0,1.0,2.0,21.1,34.9,20.9,51.2,4.3,7.2,43.1,30.0,145.0,115.0,MIA,111,1,2021,2021-03-11,False
387,240.0,240.0,41.0,91.0,0.451,16.0,49.0,0.327,13.0,22.0,0.591,9.0,35.0,44.0,27.0,8.0,4.0,10.0,16.0,111.0,,0.551,0.538,0.538,0.242,18.0,68.6,43.6,65.9,8.1,6.5,9.0,100.0,112.7,104.5,,,9.0,17.0,1.0,4.0,12.0,0.5,8.0,13.0,1.0,2.0,7.0,8.0,11.0,3.0,1.0,2.0,3.0,27.0,11.0,0.75,1.0,1.0,2.0,21.1,34.9,20.9,51.2,4.3,7.2,43.1,30.0,145.0,115.0,MIA,111,1,0,240.0,240.0,39.0,96.0,0.406,12.0,34.0,0.353,13.0,15.0,0.867,16.0,41.0,57.0,22.0,6.0,4.0,14.0,19.0,103.0,,0.502,0.469,0.354,0.156,31.4,82.0,56.4,56.4,6.1,9.5,12.0,100.0,104.5,112.7,,,10.0,20.0,0.533,3.0,7.0,0.6,6.0,6.0,1.0,5.0,14.0,17.0,7.0,2.0,1.0,6.0,3.0,24.0,5.0,0.667,0.667,0.714,0.4,20.6,39.4,23.7,43.8,4.6,8.2,27.4,30.5,143.0,118.0,ORL,103,0,2021,2021-03-11,True
388,240.0,240.0,38.0,79.0,0.481,10.0,19.0,0.526,18.0,29.0,0.621,6.0,33.0,39.0,26.0,7.0,4.0,20.0,22.0,104.0,,0.567,0.544,0.241,0.367,14.0,75.0,44.8,68.4,6.8,6.7,17.9,100.0,101.6,128.0,,,5.0,12.0,1.0,5.0,7.0,0.833,4.0,4.0,1.0,3.0,7.0,8.0,5.0,3.0,2.0,6.0,4.0,17.0,4.0,1.136,1.0,0.75,2.0,18.6,36.4,27.6,30.6,5.1,5.8,53.2,30.6,227.0,136.0,LAC,104,0,1,240.0,240.0,53.0,97.0,0.546,12.0,37.0,0.324,13.0,15.0,0.867,11.0,37.0,48.0,34.0,16.0,8.0,9.0,22.0,131.0,,0.632,0.608,0.381,0.155,25.0,86.0,55.2,64.2,15.6,13.3,8.0,100.0,128.0,101.6,,,11.0,20.0,1.0,3.0,10.0,0.667,4.0,4.0,1.0,3.0,8.0,10.0,9.0,5.0,3.0,4.0,4.0,27.0,35.0,1.0,1.0,1.0,1.0,24.3,38.8,24.6,31.4,7.9,12.9,20.1,36.8,209.0,113.0,GSW,131,1,2019,2019-04-07,False
389,240.0,240.0,53.0,97.0,0.546,12.0,37.0,0.324,13.0,15.0,0.867,11.0,37.0,48.0,34.0,16.0,8.0,9.0,22.0,131.0,,0.632,0.608,0.381,0.155,25.0,86.0,55.2,64.2,15.6,13.3,8.0,100.0,128.0,101.6,,,11.0,20.0,1.0,3.0,10.0,0.667,4.0,4.0,1.0,3.0,8.0,10.0,9.0,5.0,3.0,4.0,4.0,27.0,35.0,1.0,1.0,1.0,1.0,24.3,38.8,24.6,31.4,7.9,12.9,20.1,36.8,209.0,113.0,GSW,131,1,0,240.0,240.0,38.0,79.0,0.481,10.0,19.0,0.526,18.0,29.0,0.621,6.0,33.0,39.0,26.0,7.0,4.0,20.0,22.0,104.0,,0.567,0.544,0.241,0.367,14.0,75.0,44.8,68.4,6.8,6.7,17.9,100.0,101.6,128.0,,,5.0,12.0,1.0,5.0,7.0,0.833,4.0,4.0,1.0,3.0,7.0,8.0,5.0,3.0,2.0,6.0,4.0,17.0,4.0,1.136,1.0,0.75,2.0,18.6,36.4,27.6,30.6,5.1,5.8,53.2,30.6,227.0,136.0,LAC,104,0,2019,2019-04-07,True
390,240.0,240.0,46.0,85.0,0.541,14.0,28.0,0.5,19.0,24.0,0.792,8.0,42.0,50.0,27.0,5.0,5.0,16.0,21.0,125.0,,0.654,0.624,0.329,0.282,22.9,87.5,60.2,58.7,4.9,9.4,14.3,100.0,121.9,103.4,,,11.0,18.0,0.778,4.0,7.0,1.0,5.0,7.0,1.0,3.0,16.0,18.0,9.0,2.0,2.0,3.0,5.0,31.0,18.0,1.0,1.0,0.714,1.0,23.0,41.6,27.1,37.3,4.9,9.4,40.0,26.5,151.0,111.0,CHI,125,0,1,240.0,240.0,39.0,94.0,0.415,13.0,41.0,0.317,15.0,16.0,0.938,6.0,27.0,33.0,26.0,9.0,1.0,11.0,21.0,106.0,,0.525,0.484,0.436,0.17,12.5,77.1,39.8,66.7,8.8,1.8,9.8,100.0,103.4,121.9,,,8.0,21.0,0.583,5.0,9.0,0.556,6.0,6.0,1.0,3.0,8.0,10.0,6.0,5.0,1.0,3.0,3.0,23.0,6.0,0.792,0.792,1.0,2.0,18.2,53.0,22.3,56.1,15.7,2.9,28.6,35.2,143.0,129.0,BRK,106,1,2019,2019-02-08,True
391,240.0,240.0,39.0,94.0,0.415,13.0,41.0,0.317,15.0,16.0,0.938,6.0,27.0,33.0,26.0,9.0,1.0,11.0,21.0,106.0,,0.525,0.484,0.436,0.17,12.5,77.1,39.8,66.7,8.8,1.8,9.8,100.0,103.4,121.9,,,8.0,21.0,0.583,5.0,9.0,0.556,6.0,6.0,1.0,3.0,8.0,10.0,6.0,5.0,1.0,3.0,3.0,23.0,6.0,0.792,0.792,1.0,2.0,18.2,53.0,22.3,56.1,15.7,2.9,28.6,35.2,143.0,129.0,BRK,106,1,0,240.0,240.0,46.0,85.0,0.541,14.0,28.0,0.5,19.0,24.0,0.792,8.0,42.0,50.0,27.0,5.0,5.0,16.0,21.0,125.0,,0.654,0.624,0.329,0.282,22.9,87.5,60.2,58.7,4.9,9.4,14.3,100.0,121.9,103.4,,,11.0,18.0,0.778,4.0,7.0,1.0,5.0,7.0,1.0,3.0,16.0,18.0,9.0,2.0,2.0,3.0,5.0,31.0,18.0,1.0,1.0,0.714,1.0,23.0,41.6,27.1,37.3,4.9,9.4,40.0,26.5,151.0,111.0,CHI,125,0,2019,2019-02-08,False
392,240.0,240.0,38.0,77.0,0.494,13.0,37.0,0.351,15.0,16.0,0.938,11.0,42.0,53.0,22.0,4.0,5.0,20.0,20.0,104.0,,0.619,0.578,0.481,0.208,30.6,77.8,58.9,57.9,4.4,9.1,19.2,100.0,113.2,96.9,,,15.0,26.0,0.667,6.0,13.0,1.0,6.0,6.0,1.0,3.0,19.0,22.0,13.0,2.0,3.0,5.0,4.0,40.0,22.0,0.833,0.833,1.0,1.0,14.0,42.5,29.6,49.2,2.6,6.6,69.4,33.8,128.0,106.0,DEN,104,0,1,240.0,240.0,34.0,90.0,0.378,9.0,35.0,0.257,12.0,16.0,0.75,12.0,25.0,37.0,21.0,8.0,3.0,10.0,20.0,89.0,,0.459,0.428,0.389,0.178,22.2,69.4,41.1,61.8,8.7,7.5,9.3,100.0,96.9,113.2,,,7.0,22.0,1.0,2.0,11.0,1.0,6.0,9.0,1.0,3.0,6.0,6.0,6.0,3.0,1.0,5.0,4.0,20.0,5.0,1.5,1.5,1.0,0.9,12.4,95.2,38.1,100.0,5.2,4.0,23.3,26.1,300.0,123.0,LAC,89,1,2020,2020-09-15,True
